"","MesM","DiaM","Hora","Temp","Presion","Humedad","PrecipActual","PrecipAcum","fecha"
"2568",4,18,"16",24.24,759.4,43.92,0,0,41816
"2569",4,18,"17",23.58,759.4,44.67,0,0,41817
"2570",4,18,"18",22.37,759.4,50,0,0,41818
"2571",4,18,"19",21.22,759.59,55.17,0,0,41819
"2572",4,18,"20",21.05,759.82,58,0,0,41820
"2573",4,18,"21",21.36,760.09,64.58,0,0,41821
"2574",4,18,"22",20.75,760.16,67.25,0,0,41822
"2575",4,18,"23",20.48,759.97,61.25,0,0,41823
"2576",4,19,"00",20.62,760.1,56.67,0,0,41900
"2577",4,19,"01",20.5,759.97,59.25,0,0,41901
"2578",4,19,"02",19.71,759.8,61.25,0,0,41902
"2579",4,19,"03",18.75,759.63,62.58,0,0,41903
"2580",4,19,"04",18.42,759.29,62.92,0,0,41904
"2581",4,19,"05",18.49,759.64,61.64,0,0,41905
"2582",4,19,"06",18.66,759.71,61.25,0,0,41906
"2583",4,19,"07",18.7,759.71,61.67,0,0,41907
"2584",4,19,"08",18.75,759.9,62.58,0,0,41908
"2585",4,19,"09",20.26,760.24,61.58,0,0,41909
"2586",4,19,"10",23.25,760.16,51.5,0,0,41910
"2587",4,19,"11",25.34,759.93,48.5,0,0,41911
"2588",4,19,"12",29.3,759.48,39.33,0,0,41912
"2589",4,19,"13",31.34,758.85,34.67,0,0,41913
"2590",4,19,"14",28.5,758.27,41,0,0,41914
"2591",4,19,"15",27.81,758.07,43.58,0,0,41915
"2592",4,19,"16",26.72,757.68,49.92,0,0,41916
"2593",4,19,"17",26.3,757.58,53.25,0,0,41917
"2594",4,19,"18",25.18,757.62,59.25,0,0,41918
"2595",4,19,"19",24.16,758.07,61.75,0,0,41919
"2596",4,19,"20",23.76,758.3,63.75,0,0,41920
"2597",4,19,"21",23.67,758.68,64.83,0,0,41921
"2598",4,19,"22",23.06,758.89,67.75,0,0,41922
"2599",4,19,"23",22.41,759.4,71,0,0,41923
"2600",4,20,"00",21.83,759.67,72.83,0,0,42000
"2601",4,20,"01",21.41,759.93,70.25,0,0,42001
"2602",4,20,"02",21.17,760.07,51.17,0,0,42002
"2603",4,20,"03",20.51,759.99,40.58,0,0,42003
"2604",4,20,"04",19.46,760.05,42.33,0,0,42004
"2605",4,20,"05",17.13,760.61,61.82,0,0,42005
"2606",4,20,"06",16.18,761.26,71.33,0,0,42006
"2607",4,20,"07",16.32,761.64,65.83,0,0,42007
"2608",4,20,"08",16.63,762.42,49.67,0,0,42008
"2609",4,20,"09",17.05,762.91,44.58,0,0,42009
"2610",4,20,"10",18.82,763.1,34.08,0,0,42010
"2611",4,20,"11",20.61,763.25,31.5,0,0,42011
"2612",4,20,"12",23.79,763.31,27.92,0,0,42012
"2613",4,20,"13",25.32,763.04,24,0,0,42013
"2614",4,20,"14",23.4,762.61,29.25,0,0,42014
"2615",4,20,"15",22.56,762.27,34.25,0,0,42015
"2616",4,20,"16",21.13,762.36,44.58,0,0,42016
"2617",4,20,"17",20.16,762.63,50.33,0,0,42017
"2618",4,20,"18",19.53,763.06,53.08,0,0,42018
"2619",4,20,"19",19.01,763.29,55.42,0,0,42019
"2620",4,20,"20",18.56,763.29,57.17,0,0,42020
"2621",4,20,"21",18.3,763.29,58,0,0,42021
"2622",4,20,"22",18.03,763.5,56.42,0,0,42022
"2623",4,20,"23",17.56,763.69,58,0,0,42023
"2624",4,21,"00",17.09,763.74,60.92,0,0,42100
"2625",4,21,"01",16.77,763.63,59.5,0,0,42101
"2626",4,21,"02",16.48,763.93,59,0,0,42102
"2627",4,21,"03",16.25,763.86,58.92,0,0,42103
"2628",4,21,"04",15.91,763.74,60.92,0,0,42104
"2629",4,21,"05",15.28,763.8,63.82,0,0,42105
"2630",4,21,"06",14.73,764.08,64.75,0,0,42106
"2631",4,21,"07",14.45,764.33,63.5,0,0,42107
"2632",4,21,"08",14.64,764.75,57.67,0,0,42108
"2633",4,21,"09",15.86,765.11,51,0,0,42109
"2634",4,21,"10",17.58,765.39,41.75,0,0,42110
"2635",4,21,"11",18.84,765.83,37,0,0,42111
"2636",4,21,"12",21.75,765.75,30.67,0,0,42112
"2637",4,21,"13",22.99,765.39,30.92,0,0,42113
"2638",4,21,"14",21.32,765.01,35.58,0,0,42114
"2639",4,21,"15",20.81,764.81,36.92,0,0,42115
"2640",4,21,"16",20.34,764.66,38.67,0,0,42116
"2641",4,21,"17",19.9,764.56,40.33,0,0,42117
"2642",4,21,"18",18.96,764.71,43.17,0,0,42118
"2643",4,21,"19",18.18,765.03,47.5,0,0,42119
"2644",4,21,"20",17.28,765.3,54.67,0,0,42120
"2645",4,21,"21",17.1,765.49,57.67,0,0,42121
"2646",4,21,"22",16.68,765.56,59.92,0,0,42122
"2647",4,21,"23",16.32,765.56,61,0,0,42123
"2648",4,22,"00",16.21,765.79,59.17,0,0,42200
"2649",4,22,"01",16.08,765.98,54.58,0,0,42201
"2650",4,22,"02",15.93,765.85,49.17,0,0,42202
"2651",4,22,"03",15.51,765.73,52.25,0,0,42203
"2652",4,22,"04",15.3,765.62,65,0,0,42204
"2653",4,22,"05",15.13,765.99,70.73,0,0,42205
"2654",4,22,"06",15.11,766.42,70.83,0,0,42206
"2655",4,22,"07",15.01,767.02,70,0,0,42207
"2656",4,22,"08",15.28,767.61,67.08,0,0,42208
"2657",4,22,"09",16.33,767.95,60.5,0,0,42209
"2658",4,22,"10",17.29,768.12,51.75,0,0,42210
"2659",4,22,"11",18.95,768.08,41.83,0,0,42211
"2660",4,22,"12",19.52,767.86,39.5,0,0,42212
"2661",4,22,"13",22.13,767.61,31.42,0,0,42213
"2662",4,22,"14",21.31,766.85,31.17,0,0,42214
"2663",4,22,"15",20.85,766.42,36.92,0,0,42215
"2664",4,22,"16",20.16,766.4,41.42,0,0,42216
"2665",4,22,"17",19.44,766.53,45.83,0,0,42217
"2666",4,22,"18",18.23,766.98,51,0,0,42218
"2667",4,22,"19",17.74,767.38,54.25,0,0,42219
"2668",4,22,"20",17.52,767.69,53.75,0,0,42220
"2669",4,22,"21",17.26,767.99,55,0,0,42221
"2670",4,22,"22",17.27,768.25,53.92,0,0,42222
"2671",4,22,"23",17.3,768.18,53.75,0,0,42223
"2672",4,23,"00",17.17,768.06,56.42,0,0,42300
"2673",4,23,"01",16.94,767.86,54.83,0,0,42301
"2674",4,23,"02",16.74,768.08,55.08,0,0,42302
"2675",4,23,"03",16.39,768.14,55.75,0,0,42303
"2676",4,23,"04",16.05,768.2,55.92,0,0,42304
"2677",4,23,"05",15.74,768.17,55.64,0,0,42305
"2678",4,23,"06",15.65,768.52,56.17,0,0,42306
"2679",4,23,"07",15.69,768.94,57,0,0,42307
"2680",4,23,"08",16.03,769.47,56.92,0,0,42308
"2681",4,23,"09",16.7,769.56,52.33,0,0,42309
"2682",4,23,"10",17.51,769.41,46,0,0,42310
"2683",4,23,"11",17.9,769.47,45.67,0,0,42311
"2684",4,23,"12",19.75,769.45,42.83,0,0,42312
"2685",4,23,"13",19.86,768.69,40.33,0,0,42313
"2686",4,23,"14",19.5,767.99,40.75,0,0,42314
"2687",4,23,"15",19.38,767.84,40.75,0,0,42315
"2688",4,23,"16",18.94,767.88,43,0,0,42316
"2689",4,23,"17",18.44,767.82,45.42,0,0,42317
"2690",4,23,"18",17.52,767.8,51.08,0,0,42318
"2691",4,23,"19",17.24,768.12,55.58,0,0,42319
"2692",4,23,"20",17.11,768.67,54.58,0,0,42320
"2693",4,23,"21",17.11,768.86,57.33,0,0,42321
"2694",4,23,"22",17.03,769.03,59.5,0,0,42322
"2695",4,23,"23",17.08,768.9,62.33,0,0,42323
"2696",4,24,"00",16.74,768.9,61.25,0,0,42400
"2697",4,24,"01",16.64,769.05,62.17,0,0,42401
"2698",4,24,"02",16.63,769.09,64.83,0,0,42402
"2699",4,24,"03",16.19,768.82,68.92,0,0,42403
"2700",4,24,"04",15.95,768.54,71.67,0,0,42404
"2701",4,24,"05",15.8,768.49,72,0,0,42405
"2702",4,24,"06",15.54,768.29,73.33,0,0,42406
"2703",4,24,"07",15.49,768.58,74.67,0,0,42407
"2704",4,24,"08",15.76,768.94,73.75,0,0,42408
"2705",4,24,"09",17.56,769.26,69.75,0,0,42409
"2706",4,24,"10",18.94,769.37,66.42,0,0,42410
"2707",4,24,"11",19.68,769.47,64,0,0,42411
"2708",4,24,"12",19.93,769.39,62.83,0,0,42412
"2709",4,24,"13",20.26,769.01,61.5,0,0,42413
"2710",4,24,"14",20.14,768.86,60.67,0,0,42414
"2711",4,24,"15",19.91,768.52,61.75,0,0,42415
"2712",4,24,"16",19.75,768.2,60.25,0,0,42416
"2713",4,24,"17",19.35,768.2,62.5,0,0,42417
"2714",4,24,"18",19.17,768.25,63,0,0,42418
"2715",4,24,"19",18.98,768.39,66.25,0,0,42419
"2716",4,24,"20",18.89,768.96,64.58,0,0,42420
"2717",4,24,"21",18.89,769.11,64.33,0,0,42421
"2718",4,24,"22",18.85,769.28,63.83,0,0,42422
"2719",4,24,"23",18.79,769.5,63.75,0,0,42423
"2720",4,25,"00",18.78,769.93,58.75,0,0,42500
"2721",4,25,"01",18.65,769.01,56.33,0,0,42501
"2722",4,25,"02",18.53,768.75,59.25,0,0,42502
"2723",4,25,"03",18.4,768.31,58.58,0,0,42503
"2724",4,25,"04",18.18,768.35,61,0,0,42504
"2725",4,25,"05",18.14,768.21,61.64,0,0,42505
"2726",4,25,"06",18.25,768.58,62.58,0,0,42506
"2727",4,25,"07",18.26,768.77,63.33,0,0,42507
"2728",4,25,"08",18.53,769.03,63.58,0,0,42508
"2729",4,25,"09",19.44,769.47,61.17,0,0,42509
"2730",4,25,"10",20.33,769.52,57.17,0,0,42510
"2731",4,25,"11",21.09,769.52,53.92,0,0,42511
"2732",4,25,"12",20.45,769.43,57.58,0,0,42512
"2733",4,25,"13",20.17,768.92,61.33,0,0,42513
"2734",4,25,"14",19.96,768.29,63,0,0,42514
"2735",4,25,"15",19.7,767.8,64.5,0,0,42515
"2736",4,25,"16",19.35,767.69,67.17,0,0,42516
"2737",4,25,"17",19.12,767.55,69.33,0,0,42517
"2738",4,25,"18",18.96,767.74,70.75,0,0,42518
"2739",4,25,"19",19.13,767.5,70.67,0,0,42519
"2740",4,25,"20",19.43,767.63,67.33,0,0,42520
"2741",4,25,"21",19.49,767.65,67,0,0,42521
"2742",4,25,"22",19.5,767.97,65.67,0,0,42522
"2743",4,25,"23",19.39,768.06,65.33,0,0,42523
"2744",4,26,"00",19.22,768.18,66.25,0,0,42600
"2745",4,26,"01",18.97,767.95,67,0,0,42601
"2746",4,26,"02",18.53,767.48,69.83,0,0,42602
"2747",4,26,"03",18.34,767,70,0,0,42603
"2748",4,26,"04",18.33,766.62,70.25,0,0,42604
"2749",4,26,"05",18.13,766.3,71.73,0,0,42605
"2750",4,26,"06",18.07,766.15,71.42,0,0,42606
"2751",4,26,"07",17.28,766.23,83.5,0,0,42607
"2752",4,26,"08",16.98,766.25,91.17,0,0,42608
"2753",4,26,"09",16.94,766.4,93.67,0,0,42609
"2754",4,26,"10",16.87,766.06,93.67,0,0,42610
"2755",4,26,"11",17.3,765.39,85.75,0,0,42611
"2756",4,26,"12",17.76,764.48,78,0,0,42612
"2757",4,26,"13",18,763.21,78.17,0,0,42613
"2758",4,26,"14",17.97,762.93,80.08,0,0,42614
"2759",4,26,"15",17.76,762.85,88,0,0,42615
"2760",4,26,"16",17.85,762.59,92.08,0,0,42616
"2761",4,26,"17",17.78,762.29,93.92,0,0,42617
"2762",4,26,"18",17.75,762.1,95.42,0,0,42618
"2763",4,26,"19",17.82,762.19,97,0,0,42619
"2764",4,26,"20",18.04,761.98,98.25,0,0,42620
"2765",4,26,"21",18.19,761.71,99,0,0,42621
"2766",4,26,"22",18.14,761.49,99,0,0,42622
"2767",4,26,"23",18.16,761.47,99,0,0,42623
"2768",4,27,"00",18.11,760.94,99,0,0,42700
"2769",4,27,"01",18.11,760.52,99,0,0,42701
"2770",4,27,"02",18.04,760.2,99,0,0,42702
"2771",4,27,"03",17.62,759.86,99,0,0,42703
"2772",4,27,"04",17.47,759.67,99,0,0,42704
"2773",4,27,"05",17.37,759.83,99,0,0,42705
"2774",4,27,"06",17.02,760.16,99,0,0,42706
"2775",4,27,"07",16.61,760.24,99,0,0,42707
"2776",4,27,"08",16.57,760.46,99,0,0,42708
"2777",4,27,"09",17.01,760.81,99,0,0,42709
"2778",4,27,"10",17.85,761.15,99,0,0,42710
"2779",4,27,"11",18.28,761.39,98.67,0,0,42711
"2780",4,27,"12",18.52,761.2,96,0,0,42712
"2781",4,27,"13",19.97,760.77,87.08,0,0,42713
"2782",4,27,"14",20.23,760.24,79.17,0,0,42714
"2783",4,27,"15",20.04,760.31,78.25,0,0,42715
"2784",4,27,"16",19.99,760.67,75.83,0,0,42716
"2785",4,27,"17",19.39,760.35,78,0,0,42717
"2786",4,27,"18",18.61,760.41,81.92,0,0,42718
"2787",4,27,"19",17.91,760.35,84.67,0,0,42719
"2788",4,27,"20",17.95,760.73,87.92,0,0,42720
"2789",4,27,"21",17.94,761.07,89,0,0,42721
"2790",4,27,"22",17.92,760.98,87.67,0,0,42722
"2791",4,27,"23",18.05,760.98,86.42,0,0,42723
"2792",4,28,"00",18.01,760.92,84.5,0,0,42800
"2793",4,28,"01",18.07,760.98,80.75,0,0,42801
"2794",4,28,"02",18.01,761.11,79.67,0,0,42802
"2795",4,28,"03",17.79,760.86,81.83,0,0,42803
"2796",4,28,"04",17.78,760.73,85.17,0,0,42804
"2797",4,28,"05",17.53,760.62,86.82,0,0,42805
"2798",4,28,"06",17.27,760.83,89.33,0,0,42806
"2799",4,28,"07",16.55,761.09,90.83,0,0,42807
"2800",4,28,"08",16.3,761.43,92,0,0,42808
"2801",4,28,"09",17.24,761.75,88.08,0,0,42809
"2802",4,28,"10",19.37,761.98,71.42,0,0,42810
"2803",4,28,"11",20.76,761.73,61.75,0,0,42811
"2804",4,28,"12",22.47,761.47,53.58,0,0,42812
"2805",4,28,"13",24.07,760.83,46,0,0,42813
"2806",4,28,"14",23.56,760.29,46,0,0,42814
"2807",4,28,"15",22.96,759.82,46.75,0,0,42815
"2808",4,28,"16",22.02,759.73,53.08,0,0,42816
"2809",4,28,"17",21.66,759.4,55.5,0,0,42817
"2810",4,28,"18",20.85,759.63,59.25,0,0,42818
"2811",4,28,"19",19.88,759.93,63.33,0,0,42819
"2812",4,28,"20",19.06,759.93,67.58,0,0,42820
"2813",4,28,"21",18.45,760.05,70.5,0,0,42821
"2814",4,28,"22",17.99,759.93,71,0,0,42822
"2815",4,28,"23",17.56,759.71,72,0,0,42823
"2816",4,29,"00",17.32,759.8,75.42,0,0,42900
"2817",4,29,"01",16.96,759.73,78.5,0,0,42901
"2818",4,29,"02",16.45,759.9,81.83,0,0,42902
"2819",4,29,"03",16.23,759.97,84.58,0,0,42903
"2820",4,29,"04",16.16,759.78,86.17,0,0,42904
"2821",4,29,"05",16.17,759.71,86,0,0,42905
"2822",4,29,"06",15.8,759.95,87.5,0,0,42906
"2823",4,29,"07",15.77,760.24,89,0,0,42907
"2824",4,29,"08",15.81,760.79,89.92,0,0,42908
"2825",4,29,"09",17.01,761.15,85.83,0,0,42909
"2826",4,29,"10",19.25,761.26,73.33,0,0,42910
"2827",4,29,"11",21.71,761.09,62.58,0,0,42911
"2828",4,29,"12",23.82,760.94,53.08,0,0,42912
"2829",4,29,"13",23.08,760.71,56.5,0,0,42913
"2830",4,29,"14",23.38,760.5,56.33,0,0,42914
"2831",4,29,"15",23.47,760.41,56.25,0,0,42915
"2832",4,29,"16",22.89,760.52,57.75,0,0,42916
"2833",4,29,"17",21.89,760.61,62.42,0,0,42917
"2834",4,29,"18",21.21,760.96,65.17,0,0,42918
"2835",4,29,"19",20.31,761.85,65.67,0,0,42919
"2836",4,29,"20",19.58,762.63,53,0,0,42920
"2837",4,29,"21",18.25,763.42,43.33,0,0,42921
"2838",4,29,"22",17.24,764.03,41.17,0,0,42922
"2839",4,29,"23",16.47,764.44,42.42,0,0,42923
"2840",4,30,"00",16.16,764.81,40.75,0,0,43000
"2841",4,30,"01",15.79,765.43,41,0,0,43001
"2842",4,30,"02",15.58,765.81,37.83,0,0,43002
"2843",4,30,"03",15.11,766.04,37.17,0,0,43003
"2844",4,30,"04",14.71,766.1,39.08,0,0,43004
"2845",4,30,"05",14.36,766.46,40,0,0,43005
"2846",4,30,"06",14.24,766.49,38.42,0,0,43006
"2847",4,30,"07",14.02,766.81,39.42,0,0,43007
"2848",4,30,"08",14.88,767.23,32.25,0,0,43008
"2849",4,30,"09",16.13,767.44,29.67,0,0,43009
"2850",4,30,"10",17.72,767.39,21.92,0,0,43010
"2851",4,30,"11",18.98,767.55,20.83,0,0,43011
"2852",4,30,"12",19.87,767.31,20.33,0,0,43012
"2853",4,30,"13",19.41,767.02,20.33,0,0,43013
"2854",4,30,"14",19.11,766.62,20.5,0,0,43014
"2855",4,30,"15",18.51,766.21,20.92,0,0,43015
"2856",4,30,"16",17.91,766.21,22,0,0,43016
"2857",4,30,"17",17.32,766,24.92,0,0,43017
"2858",4,30,"18",16.63,766.08,26.58,0,0,43018
"2859",4,30,"19",16.24,766.4,29,0,0,43019
"2860",4,30,"20",15.99,766.63,30.5,0,0,43020
"2861",4,30,"21",15.82,766.61,34,0,0,43021
"2862",4,30,"22",15.59,766.38,39.42,0,0,43022
"2863",4,30,"23",15.15,766.51,43.92,0,0,43023
"2864",5,1,"00",13.97,766.53,49.83,0,0,50100
"2865",5,1,"01",13.52,766.28,52.67,0,0,50101
"2866",5,1,"02",14.19,766.28,53.17,0,0,50102
"2867",5,1,"03",14.78,766.15,51.08,0,0,50103
"2868",5,1,"04",14.53,766.06,56.17,0,0,50104
"2869",5,1,"05",14.48,766.18,61.09,0,0,50105
"2870",5,1,"06",14.3,766.19,62.25,0,0,50106
"2871",5,1,"07",14.17,765.98,66.17,0,0,50107
"2872",5,1,"08",14.15,766.06,70.42,0,0,50108
"2873",5,1,"09",14.95,766.13,64.67,0,0,50109
"2874",5,1,"10",17.04,765.62,55.5,0,0,50110
"2875",5,1,"11",18.94,765.22,45.5,0,0,50111
"2876",5,1,"12",20.34,764.65,39.83,0,0,50112
"2877",5,1,"13",21.15,763.69,37.25,0,0,50113
"2878",5,1,"14",21.65,762.72,32.17,0,0,50114
"2879",5,1,"15",21.28,762.08,32,0,0,50115
"2880",5,1,"16",20.55,761.62,33.17,0,0,50116
"2881",5,1,"17",19.77,761.15,37,0,0,50117
"2882",5,1,"18",18.97,760.67,39.42,0,0,50118
"2883",5,1,"19",18.68,759.92,42.58,0,0,50119
"2884",5,1,"20",18.48,760.24,46.17,0,0,50120
"2885",5,1,"21",18.01,760.2,43.08,0,0,50121
"2886",5,1,"22",17.86,759.78,46.83,0,0,50122
"2887",5,1,"23",17.55,759.23,55.25,0,0,50123
"2888",5,2,"00",17.21,758.68,61.08,0,0,50200
"2889",5,2,"01",16.83,758.25,58.92,0,0,50201
"2890",5,2,"02",16.7,757.75,57.5,0,0,50202
"2891",5,2,"03",16.3,757.45,60.33,0,0,50203
"2892",5,2,"04",16.43,756.41,60.67,0,0,50204
"2893",5,2,"05",16.32,756.25,61.36,0,0,50205
"2894",5,2,"06",15.91,756.37,63,0,0,50206
"2895",5,2,"07",15.82,756.33,64.17,0,0,50207
"2896",5,2,"08",16.41,756.62,64.83,0,0,50208
"2897",5,2,"09",17.74,757.38,62.67,0,0,50209
"2898",5,2,"10",20.17,757.41,54.58,0,0,50210
"2899",5,2,"11",21.94,756.96,50.58,0,0,50211
"2900",5,2,"12",23.41,756.54,44.83,0,0,50212
"2901",5,2,"13",24.12,756.26,46.5,0,0,50213
"2902",5,2,"14",24.32,755.92,46.92,0,0,50214
"2903",5,2,"15",24.1,755.75,48.25,0,0,50215
"2904",5,2,"16",23.5,755.44,50.83,0,0,50216
"2905",5,2,"17",22.06,755.48,57,0,0,50217
"2906",5,2,"18",21.01,755.46,62.08,0,0,50218
"2907",5,2,"19",20.51,755.42,64.33,0,0,50219
"2908",5,2,"20",19.84,755.61,66.08,0,0,50220
"2909",5,2,"21",19.18,755.92,69.5,0,0,50221
"2910",5,2,"22",19.2,756.01,70,0,0,50222
"2911",5,2,"23",18.87,756.01,70.67,0,0,50223
"2912",5,3,"00",18.94,756.33,70.33,0,0,50300
"2913",5,3,"01",18.61,756.84,71,0,0,50301
"2914",5,3,"02",18.42,756.86,71,0,0,50302
"2915",5,3,"03",18.3,756.71,71.33,0,0,50303
"2916",5,3,"04",18.2,756.5,71.58,0,0,50304
"2917",5,3,"05",18.27,756.76,72,0,0,50305
"2918",5,3,"06",18.18,757.22,72.75,0,0,50306
"2919",5,3,"07",17.86,757.7,74.33,0,0,50307
"2920",5,3,"08",17.73,758.4,76.25,0,0,50308
"2921",5,3,"09",19.19,759.02,69.33,0,0,50309
"2922",5,3,"10",20.73,759.38,55.33,0,0,50310
"2923",5,3,"11",23.01,759.61,38.92,0,0,50311
"2924",5,3,"12",25.05,759.61,31,0,0,50312
"2925",5,3,"13",26.25,759.12,25,0,0,50313
"2926",5,3,"14",25.94,758.95,23.92,0,0,50314
"2927",5,3,"15",25.04,759.02,25,0,0,50315
"2928",5,3,"16",24,759.4,27.75,0,0,50316
"2929",5,3,"17",23.1,759.73,30,0,0,50317
"2930",5,3,"18",22.31,760.14,33.42,0,0,50318
"2931",5,3,"19",21.72,760.71,36.5,0,0,50319
"2932",5,3,"20",21.22,761.24,39.5,0,0,50320
"2933",5,3,"21",21.02,761.6,40.5,0,0,50321
"2934",5,3,"22",20.45,762.04,54.42,0,0,50322
"2935",5,3,"23",19.74,762.19,63.08,0,0,50323
"2936",5,4,"00",19.48,762.23,61.67,0,0,50400
"2937",5,4,"01",19.25,762.44,61.25,0,0,50401
"2938",5,4,"02",18.79,762.53,64.33,0,0,50402
"2939",5,4,"03",18.66,762.57,64.25,0,0,50403
"2940",5,4,"04",18.53,762.8,67.25,0,0,50404
"2941",5,4,"05",18.37,762.95,70,0,0,50405
"2942",5,4,"06",18.28,762.72,67.17,0,0,50406
"2943",5,4,"07",18.25,763.14,67.25,0,0,50407
"2944",5,4,"08",18.39,763.21,70.33,0,0,50408
"2945",5,4,"09",19.27,763.14,67.33,0,0,50409
"2946",5,4,"10",19.57,763.54,67,0,0,50410
"2947",5,4,"11",20.25,763.8,64,0,0,50411
"2948",5,4,"12",21.03,763.12,59.17,0,0,50412
"2949",5,4,"13",21.51,762.4,58.17,0,0,50413
"2950",5,4,"14",21.73,761.66,55.92,0,0,50414
"2951",5,4,"15",21.15,761.37,60.83,0,0,50415
"2952",5,4,"16",20.39,761.45,64.33,0,0,50416
"2953",5,4,"17",19.87,761.45,68.67,0,0,50417
"2954",5,4,"18",19.59,761.53,72,0,0,50418
"2955",5,4,"19",19.85,761.68,70.83,0,0,50419
"2956",5,4,"20",19.83,761.51,71.17,0,0,50420
"2957",5,4,"21",19.67,761.58,73.92,0,0,50421
"2958",5,4,"22",19.53,761.51,76.75,0,0,50422
"2959",5,4,"23",19.32,761.43,80.42,0,0,50423
"2960",5,5,"00",19.06,761.47,84.5,0,0,50500
"2961",5,5,"01",18.77,761.2,88.42,0,0,50501
"2962",5,5,"02",18.72,761.09,91.08,0,0,50502
"2963",5,5,"03",18.63,760.64,92.67,0,0,50503
"2964",5,5,"04",18.66,760.01,93.08,0,0,50504
"2965",5,5,"05",18.72,760.16,93.83,0,0,50505
"2966",5,5,"06",18.68,760.52,96,0,0,50506
"2967",5,5,"07",18.82,761.03,98.08,0,0,50507
"2968",5,5,"08",18.98,760.35,99,0,0,50508
"2969",5,5,"09",19.14,760.75,99,0,0,50509
"2970",5,5,"10",19.02,761.11,99,0,0,50510
"2971",5,5,"11",19.31,760.98,99,0,0,50511
"2972",5,5,"12",19.86,760.65,99,0,0,50512
"2973",5,5,"13",20.66,760.75,96.25,0,0,50513
"2974",5,5,"14",20.18,760.37,99,0,0,50514
"2975",5,5,"15",19.81,760.41,98.08,0,0,50515
"2976",5,5,"16",19.54,760.73,97.83,0,0,50516
"2977",5,5,"17",19.04,761.32,96.33,0,0,50517
"2978",5,5,"18",18.99,761.85,95.92,0,0,50518
"2979",5,5,"19",19,762.3,93.42,0,0,50519
"2980",5,5,"20",17.97,763.57,91.92,0,0,50520
"2981",5,5,"21",17.59,763.67,95.67,0,0,50521
"2982",5,5,"22",17.29,764.12,98,0,0,50522
"2983",5,5,"23",17.32,764.39,97.58,0,0,50523
"2984",5,6,"00",17.36,764.79,95.33,0,0,50600
"2985",5,6,"01",16.87,765.05,92.25,0,0,50601
"2986",5,6,"02",16.51,765.49,91.75,0,0,50602
"2987",5,6,"03",15.99,765.66,91,0,0,50603
"2988",5,6,"04",15.4,765.93,88.5,0,0,50604
"2989",5,6,"05",14.88,766.45,79.42,0,0,50605
"2990",5,6,"06",14.56,766.93,79.42,0,0,50606
"2991",5,6,"07",14.22,767.42,79.42,0,0,50607
"2992",5,6,"08",14.24,767.99,77.5,0,0,50608
"2993",5,6,"09",14.96,768.41,75.17,0,0,50609
"2994",5,6,"10",16.48,768.64,65.67,0,0,50610
"2995",5,6,"11",18.11,768.73,55.42,0,0,50611
"2996",5,6,"12",19.84,768.6,46.75,0,0,50612
"2997",5,6,"13",20.64,768.27,43.25,0,0,50613
"2998",5,6,"14",20.51,768.04,41.83,0,0,50614
"2999",5,6,"15",20.4,767.9,43.42,0,0,50615
"3000",5,6,"16",19.33,767.82,57.75,0,0,50616
"3001",5,6,"17",18.43,768.22,64.33,0,0,50617
"3002",5,6,"18",17.72,768.54,67.25,0,0,50618
"3003",5,6,"19",17.24,768.66,69,0,0,50619
"3004",5,6,"20",16.77,768.64,68.17,0,0,50620
"3005",5,6,"21",16.38,768.71,64.92,0,0,50621
"3006",5,6,"22",15.91,768.82,64.17,0,0,50622
"3007",5,6,"23",15.24,768.48,66.92,0,0,50623
"3008",5,7,"00",14.88,768.45,69,0,0,50700
"3009",5,7,"01",14.72,768.27,69.92,0,0,50701
"3010",5,7,"02",14.42,768.25,70,0,0,50702
"3011",5,7,"03",14.28,768.23,70.92,0,0,50703
"3012",5,7,"04",14.22,768.43,71.92,0,0,50704
"3013",5,7,"05",14.06,768.45,72.25,0,0,50705
"3014",5,7,"06",14.31,768.73,72.25,0,0,50706
"3015",5,7,"07",14.25,769.09,71.67,0,0,50707
"3016",5,7,"08",15.09,769.45,71.42,0,0,50708
"3017",5,7,"09",15.92,769.35,68.83,0,0,50709
"3018",5,7,"10",15.7,769.28,68,0,0,50710
"3019",5,7,"11",16.28,769.28,65.5,0,0,50711
"3020",5,7,"12",17.25,768.6,59.42,0,0,50712
"3021",5,7,"13",18.83,767.87,51.25,0,0,50713
"3022",5,7,"14",18.57,767.36,52.75,0.21,0.21,50714
"3023",5,7,"15",17.86,766.91,58.67,0.06,0.25,50715
"3024",5,7,"16",17.45,766.83,62.75,0,0.25,50716
"3025",5,7,"17",17.23,766.72,64.83,0,0.25,50717
"3026",5,7,"18",16.98,766.74,68.33,0,0.25,50718
"3027",5,7,"19",16.99,767.42,70.42,0,0.25,50719
"3028",5,7,"20",16.82,767.67,71,0,0.25,50720
"3029",5,7,"21",17,768.1,70.75,0,0.25,50721
"3030",5,7,"22",16.82,768.66,71.58,0,0.25,50722
"3031",5,7,"23",17.05,767.8,72.75,0,0.25,50723
"3032",5,8,"00",16.98,768.62,74.5,0,0,50800
"3033",5,8,"01",16.3,767.95,80.42,0,0,50801
"3034",5,8,"02",16,767.48,78.42,0,0,50802
"3035",5,8,"03",16.02,767.23,76.42,0,0,50803
"3036",5,8,"04",16.18,767.25,74.17,0,0,50804
"3037",5,8,"05",16.04,767.44,73.58,0,0,50805
