"","MesM","DiaM","Hora","Temp","Presion","Humedad","PrecipActual","PrecipAcum","fecha"
"1217",2,21,"09",27.21,761.6,49.5,0,0,22109
"1218",2,21,"10",28.54,761.77,48.08,0,0,22110
"1219",2,21,"11",30.18,761.62,43.42,0,0,22111
"1220",2,21,"12",32.34,761.26,36.42,0,0,22112
"1221",2,21,"13",33.46,760.73,33.92,0,0,22113
"1222",2,21,"14",33.01,760.03,35.33,0,0,22114
"1223",2,21,"15",35.45,759.73,32.08,0,0,22115
"1224",2,21,"16",33.78,759.4,33.25,0,0,22116
"1225",2,21,"17",33.23,759.29,34.33,0,0,22117
"1226",2,21,"18",32.53,759.21,36.92,0,0,22118
"1227",2,21,"19",31.26,759.1,44,0,0,22119
"1228",2,21,"20",30.35,759.29,49.42,0,0,22120
"1229",2,21,"21",30.16,759.67,51,0,0,22121
"1230",2,21,"22",30.09,759.82,50.58,0,0,22122
"1231",2,21,"23",30.25,759.57,50.67,0,0,22123
"1232",2,22,"00",29.91,759.38,55,0,0,22200
"1233",2,22,"01",29.35,759.08,53.42,0,0,22201
"1234",2,22,"02",29.07,758.46,51.17,0,0,22202
"1235",2,22,"03",29.04,758.32,52.17,0,0,22203
"1236",2,22,"04",28.88,757.79,47.5,0,0,22204
"1237",2,22,"05",28.76,757.59,44.09,0,0,22205
"1238",2,22,"06",28.35,758.23,43.08,0,0,22206
"1239",2,22,"07",28.36,759.02,44.42,0,0,22207
"1240",2,22,"08",28.62,759.82,45.42,0,0,22208
"1241",2,22,"09",27.57,760.67,50.58,0,0,22209
"1242",2,22,"10",27.31,760.79,53.92,0,0,22210
"1243",2,22,"11",28.53,759.93,49.75,0,0,22211
"1244",2,22,"12",27.33,760.09,59.33,0.1,0.1,22212
"1245",2,22,"13",28.72,759.06,57.08,0.17,0.25,22213
"1246",2,22,"14",30.59,758.51,46.92,0,0.25,22214
"1247",2,22,"15",31.49,758.29,43.92,0,0.25,22215
"1248",2,22,"16",30,758.11,49.75,0,0.25,22216
"1249",2,22,"17",29.36,757.7,52.17,0,0.25,22217
"1250",2,22,"18",29.28,757.05,53.17,0,0.25,22218
"1251",2,22,"19",29.06,756.84,53.08,0,0.25,22219
"1252",2,22,"20",28.12,758.08,60.83,0.25,0.57,22220
"1253",2,22,"21",25.2,758.53,85.08,7.6,8.02,22221
"1254",2,22,"22",24.39,758.87,92.25,5.12,12.83,22222
"1255",2,22,"23",24,758.68,94.33,1.84,14.64,22223
"1256",2,23,"00",23.79,758.15,94.67,2.1,1.99,22300
"1257",2,23,"01",23,757.98,93.92,2.46,4.32,22301
"1258",2,23,"02",23.61,757.96,94,0.04,4.36,22302
"1259",2,23,"03",24.54,757.58,90.17,0.23,4.57,22303
"1260",2,23,"04",24.54,756.6,84.92,0,4.57,22304
"1261",2,23,"05",24.8,756.83,79.18,0,4.57,22305
"1262",2,23,"06",25.09,757.11,79,0,4.57,22306
"1263",2,23,"07",24.71,756.71,81,0,4.57,22307
"1264",2,23,"08",24.61,757.58,79.67,0,4.57,22308
"1265",2,23,"09",24.57,756.71,78.33,0,4.57,22309
"1266",2,23,"10",24.47,756.79,78,0,4.57,22310
"1267",2,23,"11",25.57,756.86,73.17,0.04,4.61,22311
"1268",2,23,"12",26.24,756.18,74,0.21,4.83,22312
"1269",2,23,"13",25.08,755.88,76.17,0,4.83,22313
"1270",2,23,"14",24.73,755.4,77.42,0.15,4.98,22314
"1271",2,23,"15",25.61,754.3,77,0.4,5.33,22315
"1272",2,23,"16",25.53,754.11,73.58,0,5.33,22316
"1273",2,23,"17",25.56,753.83,73.75,0,5.33,22317
"1274",2,23,"18",25.13,753.47,75.08,0.02,5.35,22318
"1275",2,23,"19",24.71,753.13,78.67,0.25,5.59,22319
"1276",2,23,"20",24.36,753.58,82,0.51,6.24,22320
"1277",2,23,"21",24,753.81,88,0.74,6.8,22321
"1278",2,23,"22",23.74,754.04,90.17,0.06,6.86,22322
"1279",2,23,"23",23.41,753.68,90,0,6.86,22323
"1280",2,24,"00",23.13,753.4,90,0,0,22400
"1281",2,24,"01",22.82,753.62,89.58,0,0,22401
"1282",2,24,"02",22.72,753.79,87,0,0,22402
"1283",2,24,"03",22.67,753.79,87.08,0,0,22403
"1284",2,24,"04",22.54,753.98,85.5,0,0,22404
"1285",2,24,"05",21.06,754.45,76.45,0,0,22405
"1286",2,24,"06",20.01,755.12,73.17,0,0,22406
"1287",2,24,"07",19.63,756.22,70.42,0,0,22407
"1288",2,24,"08",19.58,756.88,63.83,0,0,22408
"1289",2,24,"09",20.3,757.34,59.92,0,0,22409
"1290",2,24,"10",20.93,757.64,53.58,0,0,22410
"1291",2,24,"11",21.99,757.92,40.58,0,0,22411
"1292",2,24,"12",22.91,757.98,33.17,0,0,22412
"1293",2,24,"13",23.65,757.98,30.75,0,0,22413
"1294",2,24,"14",23.77,757.77,29,0,0,22414
"1295",2,24,"15",26.17,757.36,26.83,0,0,22415
"1296",2,24,"16",24.73,757.17,28.33,0,0,22416
"1297",2,24,"17",24.09,757,30.08,0,0,22417
"1298",2,24,"18",23.25,757.19,30.33,0,0,22418
"1299",2,24,"19",22.59,757.66,30.25,0,0,22419
"1300",2,24,"20",22.24,758.23,31.75,0,0,22420
"1301",2,24,"21",21.86,758.72,31,0,0,22421
"1302",2,24,"22",21.63,759.21,31.42,0,0,22422
"1303",2,24,"23",21.15,759.48,31.67,0,0,22423
"1304",2,25,"00",19.75,759.9,35.58,0,0,22500
"1305",2,25,"01",18.7,759.99,37.08,0,0,22501
"1306",2,25,"02",17.93,760.14,39.83,0,0,22502
"1307",2,25,"03",17.53,760.07,38,0,0,22503
"1308",2,25,"04",17.61,759.92,38.83,0,0,22504
"1309",2,25,"05",16.54,760.73,40.55,0,0,22505
"1310",2,25,"06",15.78,761.3,41.08,0,0,22506
"1311",2,25,"07",15.6,761.68,42.92,0,0,22507
"1312",2,25,"08",16.19,762.66,41.33,0,0,22508
"1313",2,25,"09",17.87,762.95,35,0,0,22509
"1314",2,25,"10",20.23,763.12,30.25,0,0,22510
"1315",2,25,"11",21.83,763.33,28.33,0,0,22511
"1316",2,25,"12",25.17,763,22.83,0,0,22512
"1317",2,25,"13",24.99,762.59,23.42,0,0,22513
"1318",2,25,"14",24.28,762.29,25.75,0,0,22514
"1319",2,25,"15",22.98,762.15,27.58,0,0,22515
"1320",2,25,"16",22.82,761.9,29.83,0,0,22516
"1321",2,25,"17",21.98,761.94,31.58,0,0,22517
"1322",2,25,"18",21.41,761.9,31.33,0,0,22518
"1323",2,25,"19",20.65,762.21,31.33,0,0,22519
"1324",2,25,"20",20.03,762.68,31.33,0,0,22520
"1325",2,25,"21",19.5,763.23,30.67,0,0,22521
"1326",2,25,"22",18.89,763.61,30,0,0,22522
"1327",2,25,"23",18.21,763.78,30.08,0,0,22523
"1328",2,26,"00",17.95,763.86,30.25,0,0,22600
"1329",2,26,"01",17.49,764.12,32.42,0,0,22601
"1330",2,26,"02",16.98,764.22,35.92,0,0,22602
"1331",2,26,"03",15.79,764.29,41.75,0,0,22603
"1332",2,26,"04",15.41,764.52,43,0,0,22604
"1333",2,26,"05",15.1,764.77,42.64,0,0,22605
"1334",2,26,"06",14.9,765.13,43.58,0,0,22606
"1335",2,26,"07",14.81,765.6,43.83,0,0,22607
"1336",2,26,"08",15.22,765.96,40.33,0,0,22608
"1337",2,26,"09",17.43,766.06,32.33,0,0,22609
"1338",2,26,"10",19.79,766.28,23.17,0,0,22610
"1339",2,26,"11",21.73,766.19,20.33,0,0,22611
"1340",2,26,"12",24.69,765.89,20,0,0,22612
"1341",2,26,"13",25.84,765.54,20,0,0,22613
"1342",2,26,"14",25.81,765.03,19.5,0,0,22614
"1343",2,26,"15",25.16,764.52,20,0,0,22615
"1344",2,26,"16",22.53,764.2,20,0,0,22616
"1345",2,26,"17",21.64,764.05,20,0,0,22617
"1346",2,26,"18",21.04,763.86,20,0,0,22618
"1347",2,26,"19",20.29,763.71,20.08,0,0,22619
"1348",2,26,"20",19.59,764.03,21.17,0,0,22620
"1349",2,26,"21",18.98,764.31,21.75,0,0,22621
"1350",2,26,"22",18.4,764.5,23.25,0,0,22622
"1351",2,26,"23",17.93,764.56,25.25,0,0,22623
"1352",2,27,"00",17.3,764.54,31.08,0,0,22700
"1353",2,27,"01",16.91,764.44,32.58,0,0,22701
"1354",2,27,"02",17.02,764.05,32.75,0,0,22702
"1355",2,27,"03",16.56,763.8,36.58,0,0,22703
"1356",2,27,"04",16.42,763.63,40.17,0,0,22704
"1357",2,27,"05",16.25,763.54,45.36,0,0,22705
"1358",2,27,"06",16.1,763.65,49.33,0,0,22706
"1359",2,27,"07",16.31,764.05,49,0,0,22707
"1360",2,27,"08",17.3,764.14,45.42,0,0,22708
"1361",2,27,"09",19.97,764.33,36.83,0,0,22709
"1362",2,27,"10",23.12,764.31,28.42,0,0,22710
"1363",2,27,"11",26.04,764.14,24.67,0,0,22711
"1364",2,27,"12",29.73,763.65,20.5,0,0,22712
"1365",2,27,"13",31.61,763.25,17.33,0,0,22713
"1366",2,27,"14",32.1,762.63,13.42,0,0,22714
"1367",2,27,"15",30.71,762.1,15.17,0,0,22715
"1368",2,27,"16",27.04,761.51,20.58,0,0,22716
"1369",2,27,"17",25.93,761.13,22.92,0,0,22717
"1370",2,27,"18",25.16,760.94,24,0,0,22718
"1371",2,27,"19",23.92,760.98,27.67,0,0,22719
"1372",2,27,"20",22.85,761.43,29.83,0,0,22720
"1373",2,27,"21",22.22,762.19,32.25,0,0,22721
"1374",2,27,"22",20.52,762.36,42.92,0.25,0.25,22722
"1375",2,27,"23",20.65,762.53,39.92,0.02,0.25,22723
"1376",2,28,"00",19.28,762.55,49.58,0,0,22800
"1377",2,28,"01",18.83,762.61,51.75,0,0,22801
"1378",2,28,"02",18.8,762.51,52.58,0,0,22802
"1379",2,28,"03",18.77,762.38,57.08,0,0,22803
"1380",2,28,"04",18.11,762.38,66.58,0,0,22804
"1381",2,28,"05",17.5,762.6,63.55,0,0,22805
"1382",2,28,"06",17.19,763.06,60.67,0,0,22806
"1383",2,28,"07",16.94,763.33,59.58,0,0,22807
"1384",2,28,"08",17.35,763.56,53.25,0,0,22808
"1385",2,28,"09",19.42,763.76,44,0,0,22809
"1386",2,28,"10",22.31,763.69,36,0,0,22810
"1387",2,28,"11",24.87,763.59,28.92,0,0,22811
"1388",2,28,"12",28.14,763.12,23.17,0,0,22812
"1389",2,28,"13",27.07,762.78,28.58,0,0,22813
"1390",2,28,"14",26.64,762.62,30.67,0,0,22814
"1391",2,28,"15",25.77,762.17,31.17,0,0,22815
"1392",2,28,"16",23.74,761.81,36.58,0,0,22816
"1393",2,28,"17",23.26,761.6,39.5,0,0,22817
"1394",2,28,"18",22.75,761.41,41.42,0,0,22818
"1395",2,28,"19",22.4,761.15,44.42,0,0,22819
"1396",2,28,"20",22.09,761.28,48.17,0,0,22820
"1397",2,28,"21",21.89,761.49,49.08,0,0,22821
"1398",2,28,"22",21.61,761.51,51.58,0,0,22822
"1399",2,28,"23",21.21,761.47,51.5,0,0,22823
"1400",3,1,"00",21.03,761.47,53,0,0,30100
"1401",3,1,"01",20.76,761.15,58.08,0,0,30101
"1402",3,1,"02",20.18,760.73,57.33,0,0,30102
"1403",3,1,"03",20.15,760.37,60.25,0,0,30103
"1404",3,1,"04",20.22,759.97,63.5,0,0,30104
"1405",3,1,"05",20.43,759.85,63.91,0,0,30105
"1406",3,1,"06",20.7,759.95,63.08,0,0,30106
"1407",3,1,"07",20.91,760.03,64.75,0,0,30107
"1408",3,1,"08",20.98,760.05,61.33,0,0,30108
"1409",3,1,"09",23.34,759.78,52.67,0,0,30109
"1410",3,1,"10",25.3,759.5,47.42,0,0,30110
"1411",3,1,"11",28.02,759.54,37.08,0,0,30111
"1412",3,1,"12",31.95,758.93,28.33,0,0,30112
"1413",3,1,"13",32.31,758.44,23.58,0,0,30113
"1414",3,1,"14",34.01,757.75,19.92,0,0,30114
"1415",3,1,"15",33.08,756.94,22.42,0,0,30115
"1416",3,1,"16",30.49,756.48,26.33,0,0,30116
"1417",3,1,"17",29.04,756.16,30.67,0,0,30117
"1418",3,1,"18",28.2,756.01,32.67,0,0,30118
"1419",3,1,"19",27.44,755.67,37.25,0,0,30119
"1420",3,1,"20",26.55,756.18,42.42,0,0,30120
"1421",3,1,"21",26.15,756.88,43.92,0,0,30121
"1422",3,1,"22",26.14,757.3,43.42,0,0,30122
"1423",3,1,"23",25.46,757.73,49.08,0,0,30123
"1424",3,2,"00",24.77,758.21,54.42,0,0,30200
"1425",3,2,"01",24.11,758.68,53.83,0,0,30201
"1426",3,2,"02",23.3,758.95,38.25,0,0,30202
"1427",3,2,"03",22.55,759.23,40.17,0,0,30203
"1428",3,2,"04",21.6,759.69,43.75,0,0,30204
"1429",3,2,"05",20.39,760.2,47,0,0,30205
"1430",3,2,"06",19,761.02,50.08,0,0,30206
"1431",3,2,"07",18.33,761.58,50.58,0,0,30207
"1432",3,2,"08",18.46,762.13,51,0,0,30208
"1433",3,2,"09",20.07,762.61,47.75,0,0,30209
"1434",3,2,"10",22.14,763,41.92,0,0,30210
"1435",3,2,"11",24.68,763.5,33.42,0,0,30211
"1436",3,2,"12",27.4,763.5,29,0,0,30212
"1437",3,2,"13",28.69,763.35,26.58,0,0,30213
"1438",3,2,"14",29.12,763.06,24.25,0,0,30214
"1439",3,2,"15",28.32,762.74,25.75,0,0,30215
"1440",3,2,"16",25.77,762.29,31.5,0,0,30216
"1441",3,2,"17",25.01,762.19,32.92,0,0,30217
"1442",3,2,"18",24,762.12,41.67,0,0,30218
"1443",3,2,"19",23.4,762.36,43.58,0,0,30219
"1444",3,2,"20",23.06,762.63,46,0,0,30220
"1445",3,2,"21",22.79,762.87,47.92,0,0,30221
"1446",3,2,"22",22.63,763.23,48.33,0,0,30222
"1447",3,2,"23",22.27,763.44,49.58,0,0,30223
"1448",3,3,"00",22.18,763.48,56.08,0,0,30300
"1449",3,3,"01",21.7,763.37,59.67,0,0,30301
"1450",3,3,"02",21.33,763.23,59.17,0,0,30302
"1451",3,3,"03",21.2,762.98,56.08,0,0,30303
"1452",3,3,"04",20.99,762.8,54.08,0,0,30304
"1453",3,3,"05",20.74,762.9,54,0,0,30305
"1454",3,3,"06",20.55,763.12,53.83,0,0,30306
"1455",3,3,"07",20.46,763.42,53.75,0,0,30307
"1456",3,3,"08",20.74,763.67,53.83,0,0,30308
"1457",3,3,"09",21.88,763.67,50.58,0,0,30309
"1458",3,3,"10",23.44,763.54,42,0,0,30310
"1459",3,3,"11",24.56,763.37,39.83,0,0,30311
"1460",3,3,"12",26.78,762.98,34.17,0,0,30312
"1461",3,3,"13",28.03,762.78,29.5,0,0,30313
"1462",3,3,"14",28.14,761.89,28.25,0,0,30314
"1463",3,3,"15",27.7,760.84,30.17,0,0,30315
"1464",3,3,"16",25.98,760.01,35.58,0,0,30316
"1465",3,3,"17",25.65,759.63,42,0,0,30317
"1466",3,3,"18",25.3,758.89,47.5,0,0,30318
"1467",3,3,"19",25.5,758.34,47,0,0,30319
"1468",3,3,"20",25.73,758.32,45.42,0,0,30320
"1469",3,3,"21",25.39,758.68,45.17,0,0,30321
"1470",3,3,"22",25.03,758.04,44.75,0,0,30322
"1471",3,3,"23",24.79,757.45,47.17,0,0,30323
"1472",3,4,"00",24.7,756.12,47.92,0,0,30400
"1473",3,4,"01",24.56,756.45,50.33,0,0,30401
"1474",3,4,"02",20.7,758.53,79.08,3.94,3.98,30402
"1475",3,4,"03",20.01,757.85,90.92,3.77,7.62,30403
"1476",3,4,"04",20.21,757.64,94.08,2.24,9.8,30404
"1477",3,4,"05",20.23,757.48,95.82,0.85,11.66,30405
"1478",3,4,"06",20.19,757.75,97.42,4.8,16.45,30406
"1479",3,4,"07",20.29,758.49,99,10.75,27.11,30407
"1480",3,4,"08",20.29,758.04,99,7.01,33.99,30408
"1481",3,4,"09",20.39,756.9,96.92,2.75,36.41,30409
"1482",3,4,"10",20.79,757.45,98,0.19,36.58,30410
"1483",3,4,"11",20.77,758.02,98.83,0.15,36.73,30411
"1484",3,4,"12",20.22,758.15,98.67,0.12,36.83,30412
"1485",3,4,"13",21.23,758.51,96.92,0,36.83,30413
"1486",3,4,"14",22.87,758.66,81.58,0,36.83,30414
"1487",3,4,"15",23.14,758.36,72.58,0,36.83,30415
"1488",3,4,"16",24.07,758.02,64.42,0,36.83,30416
"1489",3,4,"17",24.26,758.29,59.33,0,36.83,30417
"1490",3,4,"18",23.71,758.65,56.67,0,36.83,30418
"1491",3,4,"19",22.69,758.89,59.92,0,36.83,30419
"1492",3,4,"20",21.94,759.18,66.08,0,36.83,30420
"1493",3,4,"21",21.45,759.9,70.58,0,36.83,30421
"1494",3,4,"22",21.23,760.6,72.58,0,36.83,30422
"1495",3,4,"23",20.86,761.02,75.33,0,36.83,30423
"1496",3,5,"00",20.65,761.17,78.25,0,0,30500
"1497",3,5,"01",20.38,761.41,78.25,0,0,30501
"1498",3,5,"02",20.19,761.24,79.33,0,0,30502
"1499",3,5,"03",20.01,761.68,80,0,0,30503
"1500",3,5,"04",19.76,762.12,81,0,0,30504
"1501",3,5,"05",19.47,762.21,80,0,0,30505
"1502",3,5,"06",19.27,762.57,80.25,0,0,30506
"1503",3,5,"07",19.46,762.98,80.58,0,0,30507
"1504",3,5,"08",20.36,763.08,76.08,0,0,30508
"1505",3,5,"09",22.82,763.06,66,0,0,30509
"1506",3,5,"10",25.45,763.25,54.33,0,0,30510
"1507",3,5,"11",27.9,763.42,42.67,0,0,30511
"1508",3,5,"12",29.75,763.23,37.08,0,0,30512
"1509",3,5,"13",29.66,763.29,37.5,0,0,30513
"1510",3,5,"14",29.36,763.12,39.67,0,0,30514
"1511",3,5,"15",29,762.72,40.58,0,0,30515
"1512",3,5,"16",27.09,762.42,48.58,0,0,30516
"1513",3,5,"17",26.31,762.44,52.42,0,0,30517
"1514",3,5,"18",25.66,762.38,55.42,0,0,30518
"1515",3,5,"19",25.15,762.23,59.83,0,0,30519
"1516",3,5,"20",24.67,762.27,64.92,0,0,30520
"1517",3,5,"21",24.21,762.47,68.92,0,0,30521
"1518",3,5,"22",23.9,762.91,68.75,0,0,30522
"1519",3,5,"23",23.7,762.95,70,0,0,30523
"1520",3,6,"00",23.61,763.02,70,0,0,30600
"1521",3,6,"01",23.55,762.78,71.17,0,0,30601
"1522",3,6,"02",23.02,762.15,73.67,0,0,30602
"1523",3,6,"03",23.08,761.85,72.08,0,0,30603
"1524",3,6,"04",22.22,761.75,76.92,0,0,30604
"1525",3,6,"05",22.26,761.49,78.18,0,0,30605
"1526",3,6,"06",22.81,761.26,75,0,0,30606
"1527",3,6,"07",23.21,761.26,73.58,0,0,30607
"1528",3,6,"08",23.81,761.22,68.5,0,0,30608
"1529",3,6,"09",26.12,761.26,60.42,0,0,30609
"1530",3,6,"10",27.84,761.22,51.17,0,0,30610
"1531",3,6,"11",29.57,760.79,48.17,0,0,30611
"1532",3,6,"12",33.56,759.92,36.83,0,0,30612
"1533",3,6,"13",35.8,759.23,31.33,0,0,30613
"1534",3,6,"14",36.95,758.63,29.67,0,0,30614
"1535",3,6,"15",32.74,758.04,39.92,0,0,30615
"1536",3,6,"16",30.84,757.45,43.17,0,0,30616
"1537",3,6,"17",30.51,757.17,40.83,0,0,30617
"1538",3,6,"18",29.82,757.09,41.58,0,0,30618
"1539",3,6,"19",29,757.17,46.17,0,0,30619
"1540",3,6,"20",28.38,757.43,52.75,0,0,30620
"1541",3,6,"21",28.07,757.6,55.08,0,0,30621
"1542",3,6,"22",27.65,757.64,62.75,0,0,30622
"1543",3,6,"23",27.1,757.37,71,0,0,30623
"1544",3,7,"00",26.69,757.05,74.33,0,0,30700
"1545",3,7,"01",26.7,756.79,75.83,0,0,30701
"1546",3,7,"02",26.7,756.73,74,0,0,30702
"1547",3,7,"03",26.67,756.96,69.92,0,0,30703
"1548",3,7,"04",26.61,756.86,66.75,0,0,30704
"1549",3,7,"05",26.23,756.76,69.64,0,0,30705
"1550",3,7,"06",25.92,757.07,71.5,0,0,30706
"1551",3,7,"07",25.99,757.64,70.75,0,0,30707
"1552",3,7,"08",26.02,757.58,71.5,0,0,30708
"1553",3,7,"09",28.28,757.51,62.17,0,0,30709
"1554",3,7,"10",30.66,757.41,50.42,0,0,30710
"1555",3,7,"11",32.33,757.3,45.42,0,0,30711
"1556",3,7,"12",34.22,756.9,38.5,0,0,30712
"1557",3,7,"13",33.65,756.65,41.83,0,0,30713
"1558",3,7,"14",33.99,756.05,41.83,0,0,30714
"1559",3,7,"15",32.26,755.1,48.33,0,0,30715
"1560",3,7,"16",31.4,754.53,53,0,0,30716
"1561",3,7,"17",31.36,754.32,51.5,0,0,30717
"1562",3,7,"18",28.97,755.73,53.17,1.19,1.23,30718
"1563",3,7,"19",21.45,757.64,89.42,22.35,23.28,30719
"1564",3,7,"20",21.11,756.77,96.92,6.96,29.42,30720
"1565",3,7,"21",20.74,757.72,97.08,2.71,31.98,30721
"1566",3,7,"22",20.76,758.68,98.17,1.63,33.55,30722
"1567",3,7,"23",21.02,759.14,98.75,0.76,34.29,30723
"1568",3,8,"00",21.17,759.9,99,0,0,30800
"1569",3,8,"01",20.73,759.97,99,0,0,30801
"1570",3,8,"02",20.43,759.77,99,0,0,30802
"1571",3,8,"03",20.19,760.88,99,0,0,30803
"1572",3,8,"04",19.98,761.45,96.5,0,0,30804
"1573",3,8,"05",19.48,761.54,85.36,0,0,30805
"1574",3,8,"06",18.95,761.62,74.17,0,0,30806
"1575",3,8,"07",18.36,762.74,71.92,0,0,30807
"1576",3,8,"08",18.31,763.82,69.83,0,0,30808
"1577",3,8,"09",18.86,764.9,63.25,0,0,30809
"1578",3,8,"10",20.32,765.98,55.33,0,0,30810
"1579",3,8,"11",23.02,766.68,41.75,0,0,30811
"1580",3,8,"12",25.18,766.7,32.83,0,0,30812
"1581",3,8,"13",26.08,766.89,30.25,0,0,30813
"1582",3,8,"14",26.1,766.93,29.17,0,0,30814
"1583",3,8,"15",24.54,767.06,29.08,0,0,30815
"1584",3,8,"16",22.47,767.59,33.17,0,0,30816
"1585",3,8,"17",21.52,768.08,32.92,0,0,30817
"1586",3,8,"18",20.59,768.48,32.42,0,0,30818
"1587",3,8,"19",19.47,768.97,33.58,0,0,30819
"1588",3,8,"20",18.39,769.66,36.17,0,0,30820
"1589",3,8,"21",17.61,770.25,37.58,0,0,30821
"1590",3,8,"22",17.06,770.3,41.42,0,0,30822
"1591",3,8,"23",16.54,770.93,44.75,0,0,30823
"1592",3,9,"00",15.75,771.23,49.25,0,0,30900
"1593",3,9,"01",15.29,771.27,45.08,0,0,30901
"1594",3,9,"02",14.79,771.55,48.33,0,0,30902
"1595",3,9,"03",14.31,771.42,47,0,0,30903
"1596",3,9,"04",13.87,771.4,47.75,0,0,30904
"1597",3,9,"05",13.46,771.42,52.18,0,0,30905
"1598",3,9,"06",13.27,771.86,53,0,0,30906
"1599",3,9,"07",13.28,772.18,53,0,0,30907
"1600",3,9,"08",13.96,772.18,51.67,0,0,30908
"1601",3,9,"09",16.44,772.43,45.25,0,0,30909
"1602",3,9,"10",19.19,772.56,40.58,0,0,30910
"1603",3,9,"11",21.91,772.48,36.67,0,0,30911
"1604",3,9,"12",24.36,772.16,30.83,0,0,30912
"1605",3,9,"13",24.2,771.89,29.58,0,0,30913
"1606",3,9,"14",23.66,771.55,30.42,0,0,30914
"1607",3,9,"15",23.02,771.04,33.33,0,0,30915
"1608",3,9,"16",22.22,770.76,41.25,0,0,30916
"1609",3,9,"17",21.73,770.91,44.17,0,0,30917
"1610",3,9,"18",21.21,770.89,46.5,0,0,30918
"1611",3,9,"19",20.43,770.93,46.58,0,0,30919
"1612",3,9,"20",19.65,771.33,46.92,0,0,30920
"1613",3,9,"21",19.28,771.87,48.33,0,0,30921
"1614",3,9,"22",18.96,771.87,53.33,0,0,30922
"1615",3,9,"23",18.89,771.82,52.42,0,0,30923
"1616",3,10,"00",18.76,771.91,50.17,0,0,31000
"1617",3,10,"01",18.65,771.69,50.92,0,0,31001
"1618",3,10,"02",18.49,771.67,55.75,0,0,31002
"1619",3,10,"03",18.44,771.57,57.58,0,0,31003
"1620",3,10,"04",18.05,771.36,59.67,0,0,31004
"1621",3,10,"05",17.76,771.49,60.27,0,0,31005
"1622",3,10,"06",17.72,771.57,59.75,0,0,31006
"1623",3,10,"07",17.87,771.84,58.33,0,0,31007
"1624",3,10,"08",18.73,771.82,54.33,0,0,31008
"1625",3,10,"09",20.22,771.82,49.75,0,0,31009
"1626",3,10,"10",22.02,771.89,39.17,0,0,31010
"1627",3,10,"11",24.07,771.85,31.75,0,0,31011
"1628",3,10,"12",24.88,771.5,29.83,0,0,31012
"1629",3,10,"13",25.95,771.06,30.33,0,0,31013
"1630",3,10,"14",26.5,770.51,29.58,0,0,31014
"1631",3,10,"15",25.17,769.75,30,0,0,31015
"1632",3,10,"16",23.48,769.3,31.5,0,0,31016
"1633",3,10,"17",22.71,769.01,34.17,0,0,31017
"1634",3,10,"18",22.09,769.01,43.17,0,0,31018
"1635",3,10,"19",21.3,769.05,48.92,0,0,31019
"1636",3,10,"20",20.84,768.86,51.5,0,0,31020
"1637",3,10,"21",20.75,769.01,54,0,0,31021
"1638",3,10,"22",20.72,769.11,57.42,0,0,31022
"1639",3,10,"23",20.73,769.11,59.75,0,0,31023
"1640",3,11,"00",20.6,768.84,57.83,0,0,31100
"1641",3,11,"01",20.07,768.39,57.25,0,0,31101
"1642",3,11,"02",19.76,767.84,58.83,0,0,31102
"1643",3,11,"03",19.5,767.61,61.17,0,0,31103
"1644",3,11,"04",19.42,767.53,61.25,0,0,31104
"1645",3,11,"05",19.39,767.66,62.09,0,0,31105
"1646",3,11,"06",19.36,767.61,61.67,0,0,31106
"1647",3,11,"07",19.48,767.63,61.08,0,0,31107
"1648",3,11,"08",20.16,767.72,60.17,0,0,31108
"1649",3,11,"09",21.49,767.72,54.25,0,0,31109
"1650",3,11,"10",22.5,767.48,48.33,0,0,31110
"1651",3,11,"11",23.89,767.21,40.75,0,0,31111
"1652",3,11,"12",25.54,767.02,35,0,0,31112
"1653",3,11,"13",26.39,766.34,33.58,0,0,31113
"1654",3,11,"14",26.8,765.75,32.5,0,0,31114
"1655",3,11,"15",25.53,764.79,35.5,0,0,31115
"1656",3,11,"16",24.08,764.35,39.58,0,0,31116
"1657",3,11,"17",23.5,764.25,40.92,0,0,31117
"1658",3,11,"18",23.08,764.22,41.67,0,0,31118
"1659",3,11,"19",22.3,764.05,53.67,0,0,31119
"1660",3,11,"20",21.89,763.93,59,0,0,31120
"1661",3,11,"21",21.59,763.88,60.67,0,0,31121
"1662",3,11,"22",21.61,763.65,64.75,0,0,31122
"1663",3,11,"23",21.8,763.17,70.25,0,0,31123
"1664",3,12,"00",22.17,763.02,70.5,0,0,31200
"1665",3,12,"01",22.32,762.91,65.5,0,0,31201
"1666",3,12,"02",21.67,762.74,67,0.13,0.13,31202
"1667",3,12,"03",20.27,762.36,81.75,2.12,2.31,31203
"1668",3,12,"04",20.04,761.71,85.92,0.97,3.18,31204
"1669",3,12,"05",19.69,761.8,89.73,2.17,6.17,31205
"1670",3,12,"06",19.48,761.56,93.17,4.59,10.42,31206
"1671",3,12,"07",19.17,761.75,95.42,3.39,13.67,31207
"1672",3,12,"08",18.96,761.75,98.17,4.57,17.97,31208
"1673",3,12,"09",19.2,761.68,99,0.15,18.03,31209
"1674",3,12,"10",19.39,761.6,99,0.32,18.31,31210
"1675",3,12,"11",19.99,761.34,99,0.91,19.18,31211
"1676",3,12,"12",20.27,761.02,99,0.89,19.98,31212
"1677",3,12,"13",20.46,760.75,99,0.89,20.78,31213
